neighborhood,price,price_per_m2,rooms,area_m2,floor,max_floors,year,build_material,heating_type,condition
Žirmūnai,140000,2333,3,60,1,1,2008,brick,central thermostat,fully equipped
Baltupiai,140000,2333,3,60,1,1,2008,brick,central thermostat,fully equipped
Šnipiškės,140000,2333,2,60,1,1,2008,brick,central thermostat,fully equipped
Šiaurės miestelis,140000,2333,2,60,1,1,2008,brick,central thermostat,fully equipped
Žirmūnai,140000,2333,2,60,1,1,2008,brick,central thermostat,fully equipped
Baltupiai,140000,2333,2,60,1,1,2008,brick,central thermostat,fully equipped
Senamiestis,355000,3142,5,113,6,6,1951,brick,NaN,NaN
Senamiestis,355000,3142,4,113,6,6,1951,brick,NaN,NaN
Naujamiestis,125000,2472,2,50,6,6,2001,brick,electric,fully equipped
Naujininkai,67900,2091,2,32,2,2,2020,NaN,central thermostat,NaN
Žvėrynas,120000,2394,2,50,5,5,1969,brick,central,fully equipped
Naujamiestis,189000,2224,2,85,1,1,1990,brick,central,fully equipped
Žvėrynas,340000,2453,5,138,1,1,1989,brick,central thermostat,fully equipped
Naujamiestis,109600,1850,3,59,4,4,1940,brick,gas,fully equipped
Fabijoniškės,99000,1063,3,93,1,1,1996,monolithic,aerothermal,fully equipped
Lazdynėliai,119900,1961,3,61,1,1,2020,brick,central thermostat,fully equipped
Jeruzalė,175000,1737,3,100,5,5,1997,brick,central,fully equipped
Justiniškės,108000,1339,3,80,2,2,2021,brick,central thermostat,partial decoration
Senamiestis,480246,3900,4,123,3,3,2021,brick,central thermostat,partial decoration
Naujamiestis,480246,3900,4,123,3,3,2021,brick,central thermostat,partial decoration
Pašilaičiai,83000,1804,2,46,7,7,2020,brick,central thermostat,fully equipped
Karoliniškės,79500,1541,2,51,7,7,2016,brick,central thermostat,partial decoration
Karoliniškės,76000,1473,2,51,3,3,2016,brick,central thermostat,partial decoration
Šnipiškės,99529,2124,2,46,6,6,2021,NaN,central thermostat,NaN
Antakalnis,99000,1731,3,57,4,4,2016,brick,gas,partial decoration
Lazdynėliai,149000,1419,4,105,2,2,2021,brick,central thermostat,partial decoration
Antakalnis,236000,2990,3,78,1,1,2018,brick,gas,partial decoration
Antakalnis,252000,3335,3,75,1,1,2018,brick,gas,fully equipped
Baltupiai,28000,1556,1,18,12,12,1974,brick,central,fully equipped
Lazdynai,141900,1577,3,90,1,1,2012,brick,central,fully equipped
Antakalnis,111000,1790,3,62,1,1,1981,brick,central,fully equipped
Žirmūnai,197000,2239,2,88,2,2,2013,brick,gas,fully equipped
Naujoji Vilnia,76900,1225,3,62,4,4,1989,brick,central,fully equipped
Žvėrynas,395000,2926,4,135,3,3,1956,brick,central thermostat,fully equipped
Naujininkai,13500,750,1,18,1,1,1980,brick,central,fully equipped
Žvėrynas,230000,2044,4,112,1,1,2000,brick,gas,fully equipped
Senamiestis,650000,3078,6,211,1,1,1995,brick,gas,fully equipped
Antakalnis,369000,3696,3,99,1,1,2008,brick,central thermostat,fully equipped
Senamiestis,369000,3696,3,99,1,1,2008,brick,central thermostat,fully equipped
Naujamiestis,179990,2548,3,70,1,1,1940,brick,geothermal,fully equipped
Senamiestis,179990,2548,3,70,1,1,1940,brick,geothermal,fully equipped
Baltupiai,58500,2171,1,26,4,4,2022,block house,central thermostat,partial decoration
Baltupiai,74000,1749,2,42,2,2,2022,block house,central thermostat,partial decoration
Baltupiai,108000,1833,3,58,2,2,2022,block house,central thermostat,partial decoration
Baltupiai,92000,1747,3,52,1,1,2022,block house,central thermostat,partial decoration
Baltupiai,81000,1761,2,45,1,1,2022,block house,central thermostat,partial decoration
Senamiestis,410000,3628,3,113,4,4,2016,brick,gas,fully equipped
Naujamiestis,410000,3628,3,113,4,4,2016,brick,gas,fully equipped
Kalnėnai,135000,1318,5,102,2,2,2021,brick,gas,partial decoration
Kalnėnai,135000,1311,5,103,2,2,2021,brick,gas,partial decoration
Senamiestis,380000,3867,3,98,1,1,1997,brick,central,fully equipped
Antakalnis,420000,2519,5,166,2,2,1997,brick,central thermostat,fully equipped
Naujamiestis,78000,1444,2,54,4,4,1982,brick,aerothermal,fully equipped
Naujamiestis,31330,1092,1,28,1,1,1940,brick,aerothermal,fully equipped
Senamiestis,33700,738,2,45,0,0,1940,wooden house,NaN,NaN
Naujamiestis,35230,1093,1,32,1,1,1940,wooden house,NaN,NaN
Užupis,123000,1984,2,62,2,2,2014,brick,central thermostat,partial decoration
Užupis,342500,3230,4,106,2,2,2020,brick,central thermostat,partial decoration
Senamiestis,175000,3492,1,50,3,3,2015,brick,central thermostat,fully equipped
Šeškinė,39500,1189,2,33,1,1,1940,brick,solid fuel,fully equipped
Užupis,374000,3281,4,114,3,3,2007,brick,central thermostat,fully equipped
Senamiestis,128000,3316,2,38,6,6,2020,brick,central thermostat,partial decoration
Žvėrynas,120000,1459,3,82,1,1,1940,brick,central thermostat,partial decoration
Žvėrynas,120000,1459,3,82,1,1,1940,brick,central thermostat,partial decoration
Trakų Vokė,1270,843,3,1,1,1,1957,brick,central,fully equipped
Žvėrynas,310000,3261,2,95,8,8,2001,brick,central thermostat,fully equipped
Šnipiškės,76000,2246,2,33,1,1,2021,brick,central thermostat,partial decoration
Senamiestis,197000,2463,4,80,3,3,1940,brick,gas,fully equipped
Antakalnis,159800,3216,2,49,3,3,2021,brick,aerothermal,partial decoration
Santariškės,130900,1332,4,98,1,1,2020,brick,gas,partial decoration
Pilaitė,78000,2099,2,37,3,3,2021,brick,gas,partial decoration
Senamiestis,164000,2603,3,63,2,2,2007,brick,central thermostat,fully equipped
Žvėrynas,139000,2242,3,62,2,2,1940,carcass house,gas,fully equipped
Naujamiestis,36000,1870,1,19,1,1,1957,brick,central,fully equipped
Jeruzalė,86000,1467,2,58,5,5,1997,brick,central,fully equipped
Senamiestis,439000,4130,4,106,3,3,2021,brick,central,partial decoration
Senamiestis,306000,4564,3,67,3,3,2021,brick,central,partial decoration
Senamiestis,162815,3328,2,48,3,3,2020,brick,central thermostat,partial decoration
Baltupiai,134000,1721,4,77,1,1,2022,block house,central thermostat,partial decoration
Baltupiai,105000,1832,3,57,1,1,2022,block house,central thermostat,partial decoration
Naujamiestis,165000,1813,4,91,3,3,1978,brick,central,fully equipped
Senamiestis,190000,3378,2,56,4,4,1960,brick,central thermostat,fully equipped
Naujamiestis,125000,1506,3,83,2,2,2016,brick,gas,partial decoration
Burbiškės,119000,2245,3,53,3,3,2019,brick,central thermostat,fully equipped
Burbiškės,119000,2245,3,53,3,3,2019,brick,central thermostat,fully equipped
Naujininkai,93000,1898,3,49,2,2,2019,brick,central thermostat,partial decoration
Žemieji Paneriai,52800,1473,1,35,1,1,1989,brick,central,fully equipped
Lazdynėliai,86200,1946,2,44,1,1,2022,brick,central thermostat,partial decoration
Žirmūnai,142974,2278,3,62,9,9,2021,block house,central thermostat,partial decoration
Žirmūnai,81000,2314,1,35,4,4,2012,brick,central thermostat,fully equipped
Žirmūnai,81000,2314,1,35,4,4,2012,brick,central thermostat,fully equipped
Žirmūnai,81000,2314,1,35,4,4,2012,brick,central thermostat,fully equipped
Žirmūnai,82000,2343,1,35,4,4,2002,brick,central thermostat,fully equipped
Žirmūnai,82000,2370,2,34,4,4,2002,brick,central,fully equipped
Žvėrynas,174249,2932,2,59,4,4,2021,brick,geothermal,partial decoration
Kalnėnai,149000,1859,4,80,1,1,2020,brick,gas,fully equipped
Naujamiestis,259000,4785,2,54,3,3,2015,brick,central thermostat,fully equipped
Senamiestis,259000,4785,2,54,3,3,2015,brick,central thermostat,fully equipped
Senamiestis,135000,2852,3,47,3,3,1940,brick,central,fully equipped
Senamiestis,135000,2852,2,47,3,3,1940,brick,central,fully equipped
Burbiškės,108000,2455,2,44,5,5,2019,brick,central thermostat,fully equipped
Burbiškės,68000,2061,2,33,4,4,2019,brick,central thermostat,fully equipped
Aukštieji Paneriai,67000,1175,3,57,1,1,2000,wooden house,solid fuel,fully equipped
Senamiestis,2200,440,1,5,6,6,1940,brick,NaN,NaN
Markučiai,252700,3016,4,83,6,6,2022,brick,central thermostat,partial decoration
Justiniškės,78629,1835,2,42,1,1,2021,brick,gas,partial decoration
Senamiestis,213900,4449,2,48,3,3,2016,brick,gas,fully equipped
Naujamiestis,129500,2183,3,59,5,5,2020,NaN,central thermostat,NaN
Senamiestis,450000,7493,3,60,2,2,1940,brick,central,fully equipped
Pilaitė,280000,1526,5,183,3,3,2014,brick,gas,fully equipped
Kalnėnai,101900,1605,3,63,2,2,2021,brick,gas,partial decoration
Justiniškės,129500,1831,3,70,6,6,2021,brick,central thermostat,fully equipped
Justiniškės,129500,1831,3,70,2,2,2021,brick,central thermostat,fully equipped
Senamiestis,292250,3397,3,86,4,4,2020,brick,central thermostat,partial decoration
Senamiestis,150000,4545,1,33,6,6,2017,brick,central thermostat,fully equipped
Senamiestis,380000,4935,3,77,6,6,2017,brick,central thermostat,fully equipped
Senamiestis,510000,4636,4,110,6,6,2017,brick,central thermostat,fully equipped
Tarandė,143000,1044,4,137,1,1,2021,brick,gas,partial decoration
Žvėrynas,98000,2085,1,47,2,2,1940,wooden house,gas,fully equipped
Burbiškės,106000,2409,3,44,3,3,2019,brick,central thermostat,fully equipped
Naujininkai,106000,2409,3,44,3,3,2019,brick,central thermostat,fully equipped
Trakų Vokė,95000,1462,2,65,1,1,2000,brick,gas,fully equipped
Senamiestis,495000,2912,4,170,1,1,2000,brick,central thermostat,fully equipped
Senamiestis,210000,3111,3,67,2,2,2020,brick,central thermostat,partial decoration
Senamiestis,260000,4262,2,61,2,2,2008,brick,central thermostat,fully equipped
Pašilaičiai,91000,1655,2,55,1,1,2019,brick,gas,fully equipped
Senamiestis,225000,3804,2,59,4,4,1940,brick,gas,fully equipped
Užupis,139000,3291,2,42,3,3,2020,brick,central thermostat,partial decoration
Burbiškės,122000,2392,2,51,5,5,2019,brick,central thermostat,fully equipped
Senamiestis,199900,2815,3,71,2,2,1940,brick,solid fuel,fully equipped
Antakalnis,530000,3533,4,150,1,1,2012,brick,gas,fully equipped
Žvėrynas,149457,3300,2,45,6,6,2001,brick,electric,fully equipped
Naujamiestis,105000,2089,2,50,2,2,2013,brick,gas,fully equipped
Pašilaičiai,94000,1808,2,52,5,5,1990,monolithic,central,fully equipped
Santariškės,165000,2577,3,64,1,1,2009,brick,central thermostat,fully equipped
Senamiestis,650000,3081,5,211,2,2,1998,brick,electric,fully equipped
Naujininkai,16500,647,1,25,1,1,1940,wooden house,NaN,NaN
Vilkpėdė,44000,891,3,49,1,1,1958,wooden house,NaN,NaN
Naujoji Vilnia,6050,268,1,22,1,1,1940,wooden house,NaN,NaN
Naujoji Vilnia,10230,261,1,39,1,1,1940,wooden house,NaN,NaN
Senamiestis,600000,3871,4,155,5,5,2010,brick,central thermostat,fully equipped
Valakampiai,274000,3019,3,90,2,2,2012,block house,gas,fully equipped
Naujamiestis,92500,2182,2,42,1,1,2020,brick,central thermostat,partial decoration
Saulėtekis,260000,2152,4,120,2,2,2003,brick,gas,fully equipped
Antakalnis,139995,2406,3,58,1,1,1940,wooden house,gas,fully equipped
Naujoji Vilnia,89000,1060,4,84,4,4,1980,monolithic,central,fully equipped
Senamiestis,740000,5827,3,127,3,3,2007,brick,central thermostat,fully equipped
Antakalnis,68000,2429,1,28,3,3,1965,brick,central thermostat,fully equipped
Senamiestis,188400,3422,2,55,4,4,2020,brick,central thermostat,partial decoration
Šeškinė,105331,1990,2,52,2,2,2021,monolithic,central thermostat,partial decoration
Šeškinė,109629,1950,2,56,1,1,2021,monolithic,central thermostat,partial decoration
Šeškinė,251355,2686,4,93,5,5,2021,monolithic,central thermostat,partial decoration
Šeškinė,135200,2238,3,60,4,4,2021,monolithic,central thermostat,partial decoration
Šeškinė,109415,1950,3,56,3,3,2021,monolithic,central thermostat,partial decoration
Šeškinė,115284,1950,3,59,1,1,2021,monolithic,central thermostat,partial decoration
Šeškinė,115694,1950,2,59,1,1,2021,monolithic,central thermostat,partial decoration
Šeškinė,96330,1950,2,49,1,1,2021,monolithic,central thermostat,partial decoration
Lazdynėliai,185000,1201,5,154,2,2,1997,brick,central thermostat,fully equipped
Kalnėnai,97000,1372,3,70,1,1,2020,brick,central thermostat,fully equipped
Šeškinė,27426,705,1,38,1,1,1940,brick,NaN,NaN
Naujininkai,119000,2204,3,54,3,3,2018,monolithic,central,fully equipped
Karoliniškės,120000,2364,3,50,4,4,2013,brick,central thermostat,fully equipped
Šnipiškės,90685,2286,2,39,4,4,2021,brick,central thermostat,partial decoration
Šnipiškės,69930,2520,1,27,3,3,2021,brick,central thermostat,partial decoration
Pašilaičiai,83000,1730,2,47,6,6,2020,brick,central thermostat,fully equipped
Antakalnis,18900,426,1,44,1,1,1970,brick,NaN,NaN
Viršuliškės,63000,1587,2,39,5,5,2020,block house,aerothermal,partial decoration
Viršuliškės,66000,1637,2,40,3,3,2020,block house,aerothermal,partial decoration
Karoliniškės,115000,1474,4,78,3,3,1973,block house,central,fully equipped
Šnipiškės,160000,2621,4,61,2,2,1940,brick,gas,fully equipped
Senamiestis,831000,5006,5,166,6,6,2020,monolithic,central thermostat,partial decoration
Senamiestis,495000,4500,3,110,6,6,2020,monolithic,central thermostat,partial decoration
Senamiestis,495000,4500,3,110,6,6,2020,brick,central thermostat,partial decoration
Senamiestis,545423,4100,4,133,2,2,2019,brick,central thermostat,partial decoration
Užupis,119999,2316,2,51,4,4,1978,brick,central thermostat,partial decoration
Viršuliškės,83000,1804,2,46,3,3,2020,block house,aerothermal,partial decoration
Viršuliškės,87500,1671,2,52,6,6,2020,block house,aerothermal,partial decoration
Viršuliškės,69900,1669,1,41,6,6,2020,block house,aerothermal,partial decoration
Viršuliškės,125000,1539,4,81,5,5,2020,block house,aerothermal,partial decoration
Viršuliškės,69000,1522,2,45,5,5,2020,block house,aerothermal,partial decoration
Viršuliškės,89000,1620,2,54,6,6,2020,block house,aerothermal,partial decoration
Šeškinė,29500,1160,1,25,1,1,1940,block house,aerothermal,partial decoration
Šeškinė,25500,1161,1,21,1,1,1940,block house,aerothermal,partial decoration
Naujoji Vilnia,36000,900,2,40,1,1,1940,log house,solid fuel,fully equipped
Šnipiškės,65000,2679,1,24,2,2,2021,brick,central,partial decoration
Senamiestis,370392,3300,4,112,1,1,2021,brick,central,partial decoration
Naujamiestis,370392,3300,4,112,1,1,2021,brick,central,partial decoration
Naujamiestis,230000,2794,4,82,2,2,1940,brick,central thermostat,partial decoration
Senamiestis,355000,2646,5,134,2,2,1940,brick,central thermostat,partial decoration
Naujamiestis,82900,2230,2,37,4,4,1965,brick,central,fully equipped
Senamiestis,189200,4026,3,47,5,5,1940,block house,central,fully equipped
Šeškinė,101000,1965,2,51,3,3,2020,brick,central thermostat,partial decoration
Senamiestis,399950,2000,4,199,3,3,1999,brick,central thermostat,fully equipped
Senamiestis,399950,1997,4,200,3,3,1999,brick,central thermostat,fully equipped
Naujininkai,11900,614,1,19,1,1,1940,wooden house,NaN,NaN
Žvėrynas,769000,6517,3,118,5,5,2015,brick,central thermostat,fully equipped
Balsiai,149000,1585,4,94,1,1,2019,brick,gas,fully equipped
Pilaitė,180000,2286,4,78,1,1,2019,brick,gas,fully equipped
Naujamiestis,275000,3929,3,70,1,1,1934,brick,electric,fully equipped
Senamiestis,122000,999,2,122,3,3,1940,brick,central,not equipped
Senamiestis,116000,995,3,116,3,3,1940,brick,central,not equipped
Senamiestis,110000,994,3,110,3,3,1940,brick,central,not equipped
Senamiestis,349000,999,7,349,3,3,1940,brick,central,fully equipped
Naujamiestis,79999,1818,2,44,2,2,2020,brick,central thermostat,partial decoration
Senamiestis,313000,2845,3,110,6,6,2019,monolithic,central thermostat,partial decoration
Senamiestis,129000,2128,3,60,3,3,1940,brick,gas,partial decoration
Senamiestis,115000,2214,3,51,3,3,1940,brick,gas,partial decoration
Šnipiškės,21000,919,1,22,1,1,1940,brick,NaN,NaN
Paneriai,149900,1464,4,102,1,1,2020,block house,aerothermal,fully equipped
Paneriai,109900,1074,4,102,2,2,2020,block house,aerothermal,partial decoration
Šnipiškės,249000,4220,2,59,4,4,2018,brick,central thermostat,fully equipped
Senamiestis,139100,3112,3,44,2,2,1940,brick,gas,partial decoration
Senamiestis,215000,3162,2,68,7,7,2006,brick,central thermostat,fully equipped
Naujoji Vilnia,32300,1154,2,28,5,5,1979,brick,electric,fully equipped
Naujoji Vilnia,23500,1093,1,21,5,5,1979,brick,electric,fully equipped
Naujamiestis,229000,3817,3,60,6,6,1919,brick,central thermostat,partial decoration
Santariškės,108000,1459,3,74,2,2,2020,brick,central thermostat,partial decoration
Justiniškės,55000,1958,1,28,2,2,2020,brick,central thermostat,partial decoration
Šnipiškės,81000,2401,1,33,1,1,2020,brick,central thermostat,partial decoration
Šnipiškės,88000,2475,1,35,5,5,2020,brick,central thermostat,partial decoration
Senamiestis,170000,3036,2,56,1,1,1957,brick,central,fully equipped
Rasos,35640,600,2,59,1,1,1940,wooden house,NaN,NaN
Salininkai,45000,938,2,48,2,2,1973,wooden house,NaN,NaN
Šnipiškės,134000,2140,3,62,3,3,2020,brick,central thermostat,partial decoration
Šnipiškės,92000,2576,2,35,2,2,2020,brick,central thermostat,partial decoration
Markučiai,13000,813,1,16,2,2,1940,log house,solid fuel,fully equipped
Bajorai,250000,1316,5,190,2,2,2020,brick,gas,fully equipped
Šnipiškės,22914,884,1,25,1,1,1940,brick,NaN,NaN
Naujininkai,19800,843,1,23,1,1,1940,brick,NaN,NaN
Naujininkai,34650,830,3,41,2,2,1940,brick,NaN,NaN
Senamiestis,650000,3250,5,200,3,3,2003,brick,gas,fully equipped
Senamiestis,495000,2912,5,170,2,2,1940,brick,gas,fully equipped
Naujamiestis,165000,2106,3,78,1,1,2020,brick,central thermostat,partial decoration
Senamiestis,360000,1764,5,204,5,5,1952,brick,gas,fully equipped
Pašilaičiai,121000,1514,3,79,8,8,2005,brick,gas,fully equipped
Senamiestis,300000,5556,2,54,2,2,1860,brick,central,fully equipped
Šnipiškės,85000,2389,2,35,1,1,2020,brick,central thermostat,partial decoration
Šnipiškės,22050,637,1,34,1,1,1940,wooden house,NaN,NaN
Senamiestis,210000,2400,3,87,2,2,1950,wooden house,NaN,NaN
Senamiestis,449000,2272,5,197,1,1,1940,brick,central,fully equipped
Šnipiškės,43303,1094,2,39,1,1,1940,wooden house,NaN,NaN
Senamiestis,46737,1214,2,38,1,1,1907,wooden house,NaN,NaN
Senamiestis,205000,3254,3,63,5,5,1940,brick,central,fully equipped
Šnipiškės,28215,911,2,30,1,1,1940,wooden house,NaN,NaN
Grigiškės,28000,724,2,38,5,5,1978,block house,central,fully equipped
Naujininkai,18225,507,3,35,1,1,1940,wooden house,NaN,NaN
Naujininkai,25596,503,2,50,1,1,1940,wooden house,NaN,NaN
Verkiai,34992,725,3,48,1,1,1940,wooden house,NaN,NaN
Verkiai,22842,525,1,43,1,1,1940,wooden house,NaN,NaN
Naujoji Vilnia,11421,238,2,48,1,1,1940,wooden house,NaN,NaN
Šnipiškės,43246,1043,2,41,1,1,1940,brick,NaN,NaN
